# Mac OS language name	Language ID	Applicable languages	Display name language	Native character set	Comment	STR# Resource ID	Double byte charset?
verUS	0	en-US	en-US	macintosh		5002
verFrance	1	fr-FR	fr	macintosh		5004
verBritain	2	en-GB	en-GB	macintosh
verGermany	3	de-DE	de	macintosh		5001
verItaly	4	it-IT	it	macintosh		5005
verNetherlands	5	nl-NL	nl	macintosh		5007
verFlemish	6	nl-BE	nl-BE	macintosh	Flemish (Dutch) for Belgium
verSweden	7	sv-SE	sv	macintosh		5008
verSpain	8	es-ES	es	macintosh	Spanish for Spain	5003
verDenmark	9	da-DK	da	macintosh		5012
verPortugal	10	pt-PT	pt	macintosh	Portuguese for Portugal
verFrCanada	11	fr-CA	fr-CA	macintosh	French for Canada	5014
verNorway	12	nb-NO	nb	macintosh	Bokmål	5016
verIsrael	13	he-IL	he	x-mac-hebrew	Hebrew
verJapan	14	ja-JP	ja	x-mac-japanese		5006	Y
verAustralia	15	en-AU	en-AU	macintosh	English for Australia
verArabic	16	ar	ar	x-mac-arabic	Arabic for N Africa, Arabian peninsula, Levant
verFinland	17	fi-FI	fi	macintosh		5013
verFrSwiss	18	fr-CH	fr-CH	macintosh	French Swiss
verGrSwiss	19	de-CH	de-CH	macintosh	German Swiss
verGreece	20	el-GR	el	x-mac-greek	Monotonic Greek (modern)
verIceland	21	is-IS	is	x-mac-icelandic
verMalta	22	mt-MT	mt	macintosh
verCyprus	23	el-CY	el-CY	x-mac-greek
verTurkey	24	tr-TR	tr	x-mac-turkish
verIndiaHindi	33	hi-IN	hi	x-mac-devanagari	Hindi for India
verPakistanUrdu	34	ur-PK	ur-PK	x-mac-arabic	Urdu for Pakistan
verTurkishModified	35		tr	x-mac-turkish
verItalianSwiss	36	it-CH	it-CH	macintosh	Italian Swiss
verInternational	37	en-001	en-001	us-ascii	English for international use; ASCII chars only
verRomania	39	ro-RO	ro	x-mac-romanian
verLithuania	41	lt-LT	lt	x-mac-centraleurroman
verPoland	42	pl-PL	pl	x-mac-centraleurroman
verHungary	43	hu-HU	hu	x-mac-centraleurroman
verEstonia	44	et-EE	et	x-mac-centraleurroman
verLatvia	45	lv-LV	lv	x-mac-centraleurroman
verSami	46	se	se	macintosh
verFaroeIsl	47	fo-FO	fo	x-mac-icelandic
verIran	48	fa-IR	fa	x-mac-farsi	Persian/Farsi
verRussia	49	ru-RU	ru	x-mac-cyrillic	Russian
verIreland	50	ga-IE	ga-IE	x-mac-celtic	Irish Gaelic for Ireland (without dot above)
verKorea	51	ko-KR	ko	x-mac-korean		5015	Y
verChina	52	zh-CN,zh-Hans	zh-Hans	x-mac-simp-chinese	Simplified Chinese	5010	Y
verTaiwan	53	zh-TW,zh-Hant	zh-Hant	x-mac-trad-chinese	Traditional Chinese	5011	Y
verThailand	54	th-TH	th	x-mac-thai
verCzech	56	cs-CZ	cs	x-mac-centraleurroman
verSlovak	57	sk-SK	sk	x-mac-centraleurroman
verBengali	60	bn	bn	x-mac-bengali	Bangladesh or India
verBelarus	61	be-BY	be	x-mac-cyrillic
verUkraine	62	uk-UA	uk	x-mac-ukrainian
verSerbian	65	sr-CS	sr	x-mac-cyrillic
verSlovenian	66	sl-SI	sl	x-mac-croatian
verMacedonian	67	mk-MK	mk	x-mac-cyrillic
verCroatia	68	hr-HR	hr	x-mac-croatian
verBrazil	71	pt-BR	pt-BR	macintosh	Portuguese for Brazil	5009
verBulgaria	72	bg-BG	bg	x-mac-cyrillic
verCatalonia	73	ca-ES	ca-ES	macintosh	Catalan for Spain
verScottishGaelic	75	gd	gd	x-mac-celtic
verManxGaelic	76	gv	gv	x-mac-celtic	Isle of Man
verBreton	77	br	br	x-mac-celtic
verNunavut	78	iu-CA	iu	x-mac-inuit	Inuktitut for Canada
verWelsh	79	cy	cy	x-mac-celtic
verIrishGaelicScript	81	ga-Latg-IE	ga-Latg-IE	x-mac-gaelic	Irish Gaelic for Ireland (using dot above)
verEngCanada	82	en-CA	en-CA	macintosh	English for Canada
verBhutan	83	dz-BT	dz	x-mac-tibetan	Dzongkha for Bhutan
verArmenian	84	hy-AM	hy	x-mac-armenian
verGeorgian	85	ka-GE	ka	x-mac-georgian
verSpLatinAmerica	86	es-419	es-419	macintosh	Spanish for Latin America (private ISO 3166 code)
verTonga	88	to-TO	to	macintosh
verFrenchUniversal	91	fr-001	fr-001	macintosh	French generic
verAustria	92	de-AT	de-AT	macintosh	German for Austria
verGujarati	94	gu-IN	gu-IN	x-mac-gujarati
verPunjabi	95	pa	pa	x-mac-gurmukhi	Pakistan or India
verIndiaUrdu	96	ur-IN	ur-IN	x-mac-arabic	Urdu for India
verVietnam	97	vi-VN	vi	x-mac-vietnamese
verFrBelgium	98	fr-BE	fr-BE	macintosh	French for Belgium
verUzbek	99	uz-UZ	uz	x-mac-cyrillic
verSingapore	100	en-SG	en-SG	macintosh	(Assume English, not Chinese or Malay)
verNynorsk	101	nn-NO	nn	macintosh	Norwegian Nynorsk
verAfrikaans	102	af-ZA	af-ZA	macintosh
verEsperanto	103	eo	eo	macintosh
verMarathi	104	mr-IN	mr-IN	x-mac-devanagari
verTibetan	105	bo	bo	x-mac-tibetan
verNepal	106	ne-NP	ne	x-mac-devanagari
verGreenland	107	kl	kl	macintosh
verIrelandEnglish	108	en-IE	en-IE	macintosh	English for Ireland, with Euro for currency
